INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
30398	0.992	atemporal	24
140091	0.993	atemporal	24
136464	0.995	atemporal	24
26079	0.992	atemporal	24
43592	1.0	temporal	24
110323	0.993	atemporal	24
111578	0.994	atemporal	24
123874	0.992	atemporal	24
132522	0.995	atemporal	24
8815	0.994	atemporal	24
97358	0.995	atemporal	24
97342	0.992	atemporal	24
63869	0.992	atemporal	24
38463	0.995	atemporal	24
107467	1.0	temporal	24
85782	0.993	atemporal	24
12308	0.992	atemporal	24
46196	1.0	temporal	24
120343	0.995	atemporal	24
81010	0.993	atemporal	24
130619	0.995	atemporal	24
80392	0.995	atemporal	24
107658	0.994	atemporal	24
44673	0.994	atemporal	24
133743	1.0	temporal	24
59627	0.993	atemporal	24
40131	1.0	temporal	24
124045	1.0	temporal	24
33014	0.991	atemporal	24
123036	0.992	atemporal	24
72491	0.998	atemporal	24
76338	1.0	temporal	24
97487	0.993	atemporal	24
19940	0.992	atemporal	24
46872	0.994	atemporal	24
77780	0.994	atemporal	24
39144	0.995	atemporal	24
35257	0.995	atemporal	24
45552	0.993	atemporal	24
71231	1.0	temporal	24
99577	0.995	atemporal	24
118416	0.993	atemporal	24
9936	0.992	atemporal	24
48715	0.992	atemporal	24
138899	0.995	atemporal	24
87741	0.993	atemporal	24
49542	1.0	temporal	24
24653	0.993	atemporal	24
135470	0.994	atemporal	24
61070	0.993	atemporal	24
113031	1.0	temporal	24
141845	0.992	atemporal	24
62162	0.993	atemporal	24
7487	0.996	atemporal	24
4044	0.993	atemporal	24
4590	0.992	atemporal	24
42119	1.0	temporal	24
110294	1.0	temporal	24
50679	1.0	temporal	24
135592	0.992	atemporal	24
41418	0.994	atemporal	24
65137	0.994	atemporal	24
143685	1.0	temporal	24
129721	0.995	atemporal	24
46927	1.0	temporal	24
79918	1.0	temporal	24
97764	0.995	atemporal	24
41160	0.994	atemporal	24
119768	0.992	atemporal	24
90279	0.994	atemporal	24
59265	0.996	atemporal	24
117715	0.992	atemporal	24
100273	0.994	atemporal	24
121388	0.992	atemporal	24
66442	0.993	atemporal	24
134283	0.993	atemporal	24
12161	0.992	atemporal	24
134007	0.993	atemporal	24
85697	0.993	atemporal	24
100807	1.0	temporal	24
12368	0.994	atemporal	24
31302	0.993	atemporal	24
2170	1.0	temporal	24
92495	0.995	atemporal	24
88833	0.992	atemporal	24
77313	0.994	atemporal	24
37537	0.991	atemporal	24
82539	0.994	atemporal	24
69547	0.993	atemporal	24
12918	0.995	atemporal	24
19721	0.994	atemporal	24
10623	0.996	atemporal	24
128692	0.995	atemporal	24
123802	0.995	atemporal	24
99746	0.995	atemporal	24
104677	0.996	atemporal	24
62011	0.995	atemporal	24
121305	0.992	atemporal	24
135744	0.995	atemporal	24
115913	0.992	atemporal	24
66022	0.992	atemporal	24
83124	0.996	atemporal	24
3584	1.0	temporal	24
84449	0.992	atemporal	24
52840	0.994	atemporal	24
25251	0.993	atemporal	24
100639	0.995	atemporal	24
29253	0.993	atemporal	24
62670	0.992	atemporal	24
99176	0.995	atemporal	24
109140	0.992	atemporal	24
76529	0.993	atemporal	24
21156	1.0	temporal	24
86796	0.995	atemporal	24
69295	0.992	atemporal	24
82129	0.994	atemporal	24
114864	1.0	temporal	24
91293	1.0	temporal	24
51197	0.992	atemporal	24
56098	0.996	atemporal	24
16765	0.994	atemporal	24
141643	0.993	atemporal	24
1512	0.994	atemporal	24
63693	1.0	temporal	24
103695	0.993	atemporal	24
27795	0.992	atemporal	24
95526	0.996	atemporal	24
98131	0.995	atemporal	24
16463	0.992	atemporal	24
79038	0.991	atemporal	24
24361	0.992	atemporal	24
3034	0.993	atemporal	24
125902	0.994	atemporal	24
103280	0.993	atemporal	24
11362	0.993	atemporal	24
96769	0.992	atemporal	24
92478	0.996	atemporal	24
77233	1.0	temporal	24
51837	0.996	atemporal	24
84349	0.995	atemporal	24
139111	0.992	atemporal	24
111431	1.0	temporal	24
85619	0.995	atemporal	24
31056	0.994	atemporal	24
141085	0.995	atemporal	24
77466	0.992	atemporal	24
5704	0.993	atemporal	24
125937	0.993	atemporal	24
25019	0.995	atemporal	24
58398	0.994	atemporal	24
588	0.995	atemporal	24
30663	0.992	atemporal	24
132979	0.995	atemporal	24
90823	0.994	atemporal	24
113540	0.992	atemporal	24
134087	0.992	atemporal	24
128085	0.994	atemporal	24
135140	0.993	atemporal	24
24267	1.0	temporal	24
89004	0.995	atemporal	24
124903	0.995	atemporal	24
91633	1.0	temporal	24
15722	1.0	temporal	24
33739	0.993	atemporal	24
60080	0.993	atemporal	24
62184	0.992	atemporal	24
6237	0.992	atemporal	24
117658	0.995	atemporal	24
133125	0.994	atemporal	24
136258	0.993	atemporal	24
128196	0.992	atemporal	24
89658	0.995	atemporal	24
12150	0.993	atemporal	24
5908	0.993	atemporal	24
33551	0.992	atemporal	24
4344	0.992	atemporal	24
63854	0.993	atemporal	24
16493	1.0	temporal	24
65118	0.993	atemporal	24
79330	0.991	atemporal	24
77745	0.994	atemporal	24
87237	0.992	atemporal	24
79963	0.994	atemporal	24
39545	0.991	atemporal	24
30218	0.993	atemporal	24
142595	0.995	atemporal	24
134555	1.0	temporal	24
97235	0.992	atemporal	24
102989	0.996	atemporal	24
7409	0.994	atemporal	24
110994	0.994	atemporal	24
96271	1.0	temporal	24
64737	0.994	atemporal	24
2667	0.992	atemporal	24
34995	0.994	atemporal	24
134256	0.994	atemporal	24
11421	0.994	atemporal	24
119046	1.0	temporal	24
20642	0.993	atemporal	24
34976	0.993	atemporal	24
141948	0.993	atemporal	24
34004	0.991	atemporal	24
42101	0.992	atemporal	24
37222	0.994	atemporal	24
140149	0.992	atemporal	24
137913	0.993	atemporal	24
125596	1.0	temporal	24
62664	0.995	atemporal	24
73941	0.996	atemporal	24
77494	0.992	atemporal	24
32425	0.995	atemporal	24
129753	1.0	temporal	24
121603	0.994	atemporal	24
45166	0.996	atemporal	24
98412	0.993	atemporal	24
20558	0.997	atemporal	24
52382	1.0	temporal	24
100836	1.0	temporal	24
32585	0.992	atemporal	24
138909	1.0	temporal	24
50280	0.994	atemporal	24
4011	0.995	atemporal	24
25170	1.0	temporal	24
42699	0.996	atemporal	24
15240	1.0	temporal	24
5791	0.994	atemporal	24
101557	0.994	atemporal	24
19331	0.996	atemporal	24
97249	0.993	atemporal	24
43133	1.0	temporal	24
38313	0.992	atemporal	24
58732	0.993	atemporal	24
112706	0.994	atemporal	24
141691	1.0	temporal	24
22316	1.0	temporal	24
79356	0.992	atemporal	24
45057	0.994	atemporal	24
13576	0.993	atemporal	24
76888	0.993	atemporal	24
101516	0.993	atemporal	24
103031	0.992	atemporal	24
46033	0.992	atemporal	24
140045	0.994	atemporal	24
113363	0.992	atemporal	24
109893	0.993	atemporal	24
258	0.994	atemporal	24
35903	0.994	atemporal	24
122882	0.995	atemporal	24
136446	1.0	temporal	24
59957	0.995	atemporal	24
24825	0.995	atemporal	24
128019	1.0	temporal	24
108167	0.993	atemporal	24
104705	0.994	atemporal	24
61191	1.0	temporal	24
19382	0.992	atemporal	24
133775	0.994	atemporal	24
115270	0.993	atemporal	24
33337	0.994	atemporal	24
79682	0.995	atemporal	24
117822	1.0	temporal	24
54736	0.993	atemporal	24
138603	0.996	atemporal	24
125392	0.994	atemporal	24
119847	0.995	atemporal	24
132800	0.996	atemporal	24
2769	0.992	atemporal	24
33017	0.994	atemporal	24
7819	0.991	atemporal	24
112744	0.992	atemporal	24
43489	0.995	atemporal	24
3989	0.992	atemporal	24
22643	0.992	atemporal	24
92533	0.992	atemporal	24
365	0.995	atemporal	24
40328	0.996	atemporal	24
113128	0.992	atemporal	24
84153	0.994	atemporal	24
117520	1.0	temporal	24
133742	0.994	atemporal	24
130584	0.993	atemporal	24
109108	1.0	temporal	24
41480	0.992	atemporal	24
57472	0.995	atemporal	24
16876	0.996	atemporal	24
14603	0.995	atemporal	24
32200	1.0	temporal	24
39918	0.996	atemporal	24
51527	0.995	atemporal	24
143709	1.0	temporal	24
108541	0.993	atemporal	24
106819	0.993	atemporal	24
72473	0.994	atemporal	24
74030	0.994	atemporal	24
94599	0.992	atemporal	24
116815	0.994	atemporal	24
41605	0.992	atemporal	24
50705	0.994	atemporal	24
35835	0.995	atemporal	24
135454	0.993	atemporal	24
72960	1.0	temporal	24
140845	1.0	temporal	24
6364	0.991	atemporal	24
25976	1.0	temporal	24
1314	0.995	atemporal	24
13091	0.992	atemporal	24
27335	0.995	atemporal	24
8472	0.993	atemporal	24
108773	0.992	atemporal	24
141652	0.994	atemporal	24
133802	1.0	temporal	24
84926	0.993	atemporal	24
19200	0.993	atemporal	24
16577	0.994	atemporal	24
130348	0.994	atemporal	24
90956	0.992	atemporal	24
61832	0.992	atemporal	24
18646	0.993	atemporal	24
111795	0.996	atemporal	24
1847	1.0	temporal	24
55726	0.995	atemporal	24
7171	0.995	atemporal	24
100913	0.992	atemporal	24
100022	0.996	atemporal	24
16985	0.995	atemporal	24
64609	0.993	atemporal	24
121555	0.994	atemporal	24
49506	0.991	atemporal	24
91832	0.994	atemporal	24
53581	1.0	temporal	24
64830	0.997	atemporal	24
6344	1.0	temporal	24
14281	0.996	atemporal	24
16392	0.992	atemporal	24
8688	0.992	atemporal	24
32338	0.992	atemporal	24
18442	0.992	atemporal	24
33790	0.992	atemporal	24
38438	0.993	atemporal	24
82956	0.992	atemporal	24
55089	0.992	atemporal	24
105562	0.995	atemporal	24
75018	0.994	atemporal	24
85963	0.993	atemporal	24
96506	0.993	atemporal	24
25562	0.995	atemporal	24
83421	0.992	atemporal	24
133447	1.0	temporal	24
32493	0.994	atemporal	24
118268	0.992	atemporal	24
14187	0.994	atemporal	24
97697	1.0	temporal	24
38884	0.992	atemporal	24
40727	0.991	atemporal	24
35352	0.995	atemporal	24
21496	0.992	atemporal	24
73207	1.0	temporal	24
58421	0.993	atemporal	24
29212	1.0	temporal	24
92675	0.995	atemporal	24
27189	1.0	temporal	24
42891	0.994	atemporal	24
99506	0.996	atemporal	24
30884	0.994	atemporal	24
105372	0.994	atemporal	24
12428	0.993	atemporal	24
103736	0.994	atemporal	24
51806	0.993	atemporal	24
18362	0.993	atemporal	24
99752	0.991	atemporal	24
73234	0.994	atemporal	24
87749	1.0	temporal	24
7892	0.993	atemporal	24
77404	0.997	atemporal	24
8056	0.995	atemporal	24
63638	0.993	atemporal	24
5448	1.0	temporal	24
115860	0.996	atemporal	24
82398	0.995	atemporal	24
58588	0.997	atemporal	24
124046	0.993	atemporal	24
47992	0.994	atemporal	24
26296	0.991	atemporal	24
143593	0.995	atemporal	24
28395	0.994	atemporal	24
60604	0.996	atemporal	24
60446	0.993	atemporal	24
63088	0.995	atemporal	24
18286	0.994	atemporal	24
92813	0.993	atemporal	24
60727	0.994	atemporal	24
42156	0.992	atemporal	24
4508	0.996	atemporal	24
36269	1.0	temporal	24
72918	1.0	temporal	24
15432	0.993	atemporal	24
111080	1.0	temporal	24
36204	0.996	atemporal	24
101317	0.993	atemporal	24
15234	0.996	atemporal	24
100495	0.995	atemporal	24
72893	0.993	atemporal	24
103323	0.994	atemporal	24
91310	0.992	atemporal	24
96691	0.992	atemporal	24
136343	0.993	atemporal	24
22281	1.0	temporal	24
87981	0.993	atemporal	24
5263	1.0	temporal	24
132799	0.993	atemporal	24
55789	0.994	atemporal	24
103303	0.995	atemporal	24
139052	0.993	atemporal	24
63987	0.993	atemporal	24
16003	0.995	atemporal	24
43119	0.996	atemporal	24
137809	0.996	atemporal	24
134005	0.995	atemporal	24
127696	0.993	atemporal	24
23212	0.997	atemporal	24
71823	0.995	atemporal	24
